Issue Type,Issue key,Issue id,Summary,Assignee,Assignee Id,Status,Created,Custom field (Start Quantity),Custom field (Rejected Quantity),Custom field (Conclusion),Custom field (Sheet Numbers),Custom field (Rejected Sensors),Time Spent
QAG - Wearable Line - QA Release,QAG-487,36590,LN-D00052,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,In Progress,19/Jan/26 4:18 PM,32.0,,"||*Sensor ID*||*Allocation*||*Hand Over date*||
|Z32A-559-A2| | |
|Z32A-559-B2| | |
|Z32A-560-A2|Dry Run|{{2026-01-19}}|
|Z32A-560-B3| | |
|Z32A-560-B5|18.1 Trial|{{2026-01-19}}|
|Z32A-560-C6| | |
|Z32A-561-A3| | |
|Z32A-561-A4| | |
|Z32A-561-A8|18.1 Trial|{{2026-01-19}}|
|Z32A-561-B5| | |
|Z32A-561-B7|18.1 Trial|{{2026-01-19}}|
|Z32A-561-C5| | |
|Z32A-561-C7|Handover|{{2026-01-20}}|
|Z32A-561-D5| | |
|Z32A-562-B5|18.1 Trial|{{2026-01-19}}|
|Z32A-562-B7|18.1 Trial|{{2026-01-19}}|
|Z32A-562-C6|Handover|{{2026-01-20}}|
|Z32A-562-D6|18.1 Trial|{{2026-01-19}}|
|Z32A-562-E5|18.1 Trial|{{2026-01-19}}|
|Z32A-562-E7|Handover|{{2026-01-20}}|
|Z32A-562-F6| | |
|Z32A-564-C6|Investor|{{2026-01-19}}|
|Z32A-564-C7|Handover|{{2026-01-20}}|
|Z32D-580-D3|Handover|{{2026-01-20}}|
|Z32D-580-D4|Handover|{{2026-01-20}}|
|Z32D-580-D8|Handover|{{2026-01-20}}|
|Z32D-580-E4|Handover|{{2026-01-20}}|
|Z32D-581-C7|Handover|{{2026-01-20}}|
|Z32D-581-D3|Handover|{{2026-01-20}}|
|Z32D-581-D7|Handover|{{2026-01-20}}|
|Z32D-581-E3|Handover|{{2026-01-20}}|
|Z32D-581-F7|Handover|{{2026-01-20}}|","Z32A-559

Z32A-560

Z32A-561

Z32A-562

Z32A-564

Z32A-580

Z32A-581",,
QAG - Wearable Line - QA Release,QAG-486,36589,LN-D00051,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Disposition,19/Jan/26 4:17 PM,10.0,1.0,"||*Sensor ID*||*Allocation*||*Hand Over date*||
|Z32A-550-A4|Investor|{{2026-01-19}}|
|Z32A-550-A6|Dry Run|{{2026-01-19}}|
|Z32A-551-E4|Handover|{{2026-01-21}}|
|Z32A-550-B3|Investor|{{2026-01-19}}|
|Z32A-550-B5|Investor|{{2026-01-19}}|
|Z32A-550-C4|Investor|{{2026-01-19}}|
|Z32A-550-D2|_Bad Bad_| |
|Z32A-551-A3|Investor|{{2026-01-19}}|
|Z32A-551-A4|Investor|{{2026-01-19}}|
|Z32A-551-C1|Handover|{{2026-01-20}}|","Z32A-550

Z32A-551",,
QAG - Wearable Line - In Vitro,QAG-485,36502,LN-AX00209,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Release,16/Jan/26 3:03 PM,29.0,9.0,"Out of 29 sensors that were In-vitro tested, only 9 have failed due to gross fails. We are applying a 30% acceptance since this is Tier 3. 

Since this QA gate and Final imaging were not completed before the sensors were sent out to sterilization, we will need to review the sensors again when they come back","Z32A-565

Z32A-558

Z32D-595

Z32D-582

Z32A-563

Z32D-596","||*sensor_id*||
|Z32A-565-A5|
|Z32A-565-C6|
|Z32D-582-C6|
|Z32D-595-B2|
|Z32D-595-B7|
|Z32D-595-C2|
|Z32D-595-E2|
|Z32D-596-B2|
|Z32D-596-D5|",
QAG - Wearable Line - Final Inspection,QAG-484,36497,LN-AX00209,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Release,16/Jan/26 2:54 PM,20.0,10.0,Noticed strange OL consistency. Some sensors look like the OL is dripping like ‘candle wax’ compared to its normal smooth surface. To get quantities of this defect and escalate to [~accountid:614dec80f1c17400685465d0] ,"Z32A-565

Z32A-558

Z32D-595

Z32D-582

Z32A-563

Z32D-596","||*Sensor ID*||*Failure Mode*||
|Z32A-563-B6|Bad Print|
|Z32A-563-D5|Fibres|
|Z32A-565-B3|Fibres|
|Z32A-565-C8|Fibres|
|Z32D-582-A6|OL Lumps / Bulging Needle|
|Z32D-582-F7|OL Lumps / Bulging Needle|
|Z32D-596-A8|Fibre|
|Z32D-596-B4|OL Lumps / Bulging Needle|
|Z32D-596-D6|Black Silver|
|Z32D-596-F8|OL Lumps / Bent Needle|",
QAG - Wearable Line - In Vitro,QAG-483,36492,LN-AX00208,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Release,16/Jan/26 1:10 PM,36.0,7.0,7 sensors were rejected for gross fails. The accepted quantity is 29 sensors and the QC tier 3 thresholds mean that we hold 30% deviation in our thresholds ,"Z32A-557

Z32A-575

Z32A-566

Z32A-576

Z32D-596

Z32A-558","||*Sensor ID*||*Failure Mode*||
|Z32A-557-B2|Gross Fail|
|Z32A-558-B1|Gross Fail|
|Z32A-566-C6|SE Fail|
|Z32A-566-F6|Gross Fail|
|Z32A-575-C3|Gross Fail|
|Z32A-576-E8|Gross Fail|
|Z32D-596-E6|Gross Fail|",
QAG - Wearable Line - Final Inspection,QAG-482,36491,LN-AX00208,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Release,16/Jan/26 12:29 PM,31.0,29.0,"Refer to LN-AX00208 Report in the attachment for data

Of 31 sensors that passed in vitro testing, 29 failed post-in vitro Final Inspection due to Outer Layer delamination, resulting in exposure of carbon, silver, and dielectric layers. 2 sensors passed.

*Yield:* 6.5% (2/31)

*Critical Note:* This failure mode (OL delamination) was previously raised by Rohan. The recurrence of this issue at this scale (93.5% failure rate) indicates a systemic process issue that requires immediate investigation and corrective action before proceeding with future builds.","Z32A-557

Z32A-575

Z32A-566

Z32A-576

Z32D-596

Z32A-558","||*Sensor ID*||*Failure Mode*||
|Z32A-566-A2|Delaminated OL|
|Z32A-566-A3|Crystalized OL|
|Z32A-566-B3|Debris |
|Z32A-566-C7|Delaminated OL|
|Z32A-566-C8|Delaminated OL|
|Z32A-566-D2|Delaminated OL|
|Z32A-566-F6|Delaminated OL|
|Z32A-575-B5|Crystalized OL|
|Z32A-575-B7|Delaminated OL|
|Z32A-575-C1|Delaminated OL|
|Z32A-575-C4|Delaminated OL|
|Z32A-575-E4|Delaminated OL|
|Z32A-575-F6|Delaminated OL|
|Z32A-576-A8|Delaminated OL|
|Z32A-576-B1|Delaminated OL|
|Z32A-576-D2|Delaminated OL|
|Z32A-576-D5|Delaminated OL|
|Z32A-576-D6|Delaminated OL|
|Z32A-576-E7|Delaminated OL|
|Z32D-596-C3|Delaminated OL|
|Z32D-596-C4|Delaminated OL|
|Z32D-596-D2|Delaminated OL|
|Z32D-596-E2|Delaminated OL|
|Z32D-596-E3|Delaminated OL|
|Z32D-596-E5|Delaminated OL|
|Z32D-596-E8|Delaminated OL|
|Z32D-596-F2|Delaminated OL|
|Z32D-596-F3|Delaminated OL|
|Z32D-596-F6|Delaminated OL|",
QAG - Wearable Line - Screen Print,QAG-481,36481,LN-P00188,Jack Grattidge,712020:d76c870f-1554-4a60-ad97-2bd47949b182,Approvals,16/Jan/26 10:01 AM,288.0,29.0,"The lot report failed 209 sensors mainly for exposed area for the reference. This is a historic issue, due to print improvements being made after this config. I have reviewed all failed images and will only be failing sensors due to Fibres and bent sensors. The rest will progress through to Outer Layer dipping. This is due to the low yield hit we have always had with this config. As these are for Insertion use, Exposed Area shouldn’t be an issue for this build. Any passed sensors that failed for measurement issues I have captured in the accepted list. 

21 Sensors failed due to Fibres/Lumps
4 Sensors were removed from sheet
4 sensors failed due to Bent tabs/Needles ","Z31U-610, Z31U-611, Z31U-612, Z31U-613, Z31U-614, Z31U-615","||*Sensor*||*Failure Mode*||
|Z31U-610-A7|Bent Sheet |
|Z31U-610-A8|Sensor Removed|
|Z31U-610-B7|Fibre|
|Z31U-610-C1|Fibre|
|Z31U-610-C4|Fibre|
|Z31U-610-C5|Fibre|
|Z31U-611-B1|Fibre|
|Z31U-611-C1|Fibre|
|Z31U-611-C2|Fibre|
|Z31U-611-E3|Fibre|
|Z31U-611-E8|Fibre|
|Z31U-612-B4|Fibre|
|Z31U-612-C8|Fibre|
|Z31U-612-D6|Fibre|
|Z31U-612-D7|Fibre|
|Z31U-612-E1|Sensor Removed|
|Z31U-612-F2|Fibre|
|Z31U-612-F6|Fibre|
|Z31U-613-F5|Bent Tab |
|Z31U-614-A5|Bent Sheet - Blurry Images|
|Z31U-614-B4|Sensor Removed|
|Z31U-614-E1|Sensor Removed|
|Z31U-614-F4|Fibre|
|Z31U-615-B3|Fibre|
|Z31U-615-B8|Fibre|
|Z31U-615-D1|Fibre|
|Z31U-615-D2|Bent Needle |
|Z31U-615-E3|Fibre|
|Z31U-615-E5|Excessive Ink or Lumps|",
QAG - Wearable Line - Final Inspection,QAG-480,36437,LN-AX00207,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Release,15/Jan/26 2:14 PM,39.0,17.0,"This lot contains 39 sensors which passed IV. 

19 of this sensors were rejected mostly due to OL lumps/ Bulging needle, fibres, and bad print (upstream error)

20 sensors are passed ","Z32A-565

Z32A-557

Z32A-558

Z32D-595

Z32D-582

Z32A-563

Z32D-596","||*Sensor ID*||*Failure Mode*||
|Z32A-557-A6|OL Lumps / Bulging Needle|
|Z32A-557-D5|OL Lumps / Bulging Needle|
|Z32A-557-F5|Bad Print|
|Z32A-558-D7|Fibres|
|Z32A-563-D6|Fibres|
|Z32A-565-A3|Adhesive Inspection not Ingested|
|Z32D-582-A3|Fibres|
|Z32D-582-A5|Cracked OL|
|Z32D-582-B4|Silver on WE|
|Z32D-582-F8|OL Lumps / Bulging Needle|
|Z32D-595-B4|Fibre|
|Z32D-595-C6|OL Lumps / Bulging Needle|
|Z32D-595-C8|Damaged Needle|
|Z32D-595-D1|OL Lumps / Bulging Needle|
|Z32D-595-F1|Cracked OL|
|Z32D-595-F2|OL Lumps/ Bulging Needle|
|Z32D-595-F7|OL Lumps / Bulging Needle|",
QAG - Wearable Line - Dispense,QAG-479,36412,LN-Q00191,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,In Progress,15/Jan/26 10:54 AM,90.0,90.0,"!image-20260115-125523.png|width=782,alt=""image-20260115-125523.png""!

Process Specific

* 25 units failed for coffee rings
* 46 units failed for faint spots
* 1 unit failed for no osmium dispensed
* 1 unit failed for non-centralized spots

Visual contamination

* 6 units failed for fibres
* 5 units failed for blurry images (bent sheet)

Imaging System Failure

* 6 units failed for dispensed surface area ( in my opinion the spots could have been caught)

Refer to LN-Q00191 Report in the attachment for failure reasons. *CRITICAL: 0% yield - all 90 sensors rejected.* Primary failure modes are faint spots and coffee rings (73/90 failures - 81%).  Recommend immediate process hold and root cause investigation before proceeding with further dispensing operations. SME review and management approval required before disposition.","Z32A-569

Z32A-572

Z32A-571","||*Sheet ID*||*Sensor ID*||*Failure Mode*||
|Z32A-569|Z32A-569-A1|Dispensed Surface Area|
| |Z32A-569-A4|Dispensed Surface Area|
| |Z32A-569-A5|Dispensed Surface Area|
| |Z32A-569-A6|Faint Spots|
| |Z32A-569-A7|Coffee Rings|
| |Z32A-569-A8|Fibre|
| |Z32A-569-B4|Faint Spots|
| |Z32A-569-B5|Faint Spots|
| |Z32A-569-B6|Dispensed Surface Area|
| |Z32A-569-B7|Faint Spots|
| |Z32A-569-B8|Faint Spots|
| |Z32A-569-C2|Blurry Imaging -Bent Sheet|
| |Z32A-569-C3|Non-centralized Spots|
| |Z32A-569-C4|Coffee Rings|
| |Z32A-569-C5|Coffee Rings|
| |Z32A-569-C6|Coffee Rings|
| |Z32A-569-C7|Fibre|
| |Z32A-569-D1|Dispensed Surface Area|
| |Z32A-569-D2|Blurry Imaging -Bent Sheet|
| |Z32A-569-D5|Faint Spots|
| |Z32A-569-D6|Coffee Rings|
| |Z32A-569-D7|Dispensed Surface Area|
| |Z32A-569-D8|Faint Spots|
| |Z32A-569-E4|Faint Spots|
| |Z32A-569-E5|Faint Spots|
| |Z32A-569-E7|Coffee Rings|
| |Z32A-569-E8|No Osmium Dispensed|
| |Z32A-569-F1|Blurry Imaging -Bent Sheet|
| |Z32A-569-F4|Faint Spots|
| |Z32A-569-F5|Coffee Rings|
| |Z32A-569-F6|Coffee Rings|
| |Z32A-569-F8|Fibre|
|Z32A-571|Z32A-571-A1|Faint Spots|
| |Z32A-571-A2|Blurry Imaging -Bent Sheet|
| |Z32A-571-A6|Faint Spots|
| |Z32A-571-B4|Faint Spots|
| |Z32A-571-B6|Coffee Rings|
| |Z32A-571-B7|Faint Spots|
| |Z32A-571-B8|Faint Spots|
| |Z32A-571-C1|Blurry Imaging -Bent Sheet|
| |Z32A-571-C4|Coffee Rings|
| |Z32A-571-C5|Faint Spots|
| |Z32A-571-C6|Faint Spots|
| |Z32A-571-C7|Fibre|
| |Z32A-571-C8|Faint Spots|
| |Z32A-571-D1|Faint Spots|
| |Z32A-571-D5|Faint Spots|
| |Z32A-571-D6|Faint Spots|
| |Z32A-571-D7|Faint Spots|
| |Z32A-571-E4|Faint Spots|
| |Z32A-571-E5|Faint Spots|
| |Z32A-571-E6|Faint Spots|
| |Z32A-571-E7|Faint Spots|
| |Z32A-571-F4|Faint Spots|
| |Z32A-571-F5|Faint Spots|
| |Z32A-571-F6|Faint Spots|
| |Z32A-571-F7|Faint Spots|
|Z32A-572|Z32A-572-A4|Faint Spots|
| |Z32A-572-A5|Faint Spots|
| |Z32A-572-A6|Faint Spots|
| |Z32A-572-A7|Faint Spots|
| |Z32A-572-A8|Faint Spots|
| |Z32A-572-B1|Coffee Rings|
| |Z32A-572-B2|Coffee Rings|
| |Z32A-572-B3|Coffee Rings|
| |Z32A-572-B4|Fibre|
| |Z32A-572-B5|Coffee Rings|
| |Z32A-572-B6|Coffee Rings|
| |Z32A-572-B7|Coffee Rings|
| |Z32A-572-B8|Coffee Rings|
| |Z32A-572-C2|Fibre|
| |Z32A-572-C3|Faint Spots|
| |Z32A-572-C5|Coffee Rings|
| |Z32A-572-C6|Coffee Rings|
| |Z32A-572-C7|Coffee Rings|
| |Z32A-572-C8|Faint Spots|
| |Z32A-572-D1|Coffee Rings|
| |Z32A-572-D5|Faint Spots|
| |Z32A-572-D6|Faint Spots|
| |Z32A-572-D7|Faint Spots|
| |Z32A-572-E4|Faint Spots|
| |Z32A-572-E5|Faint Spots|
| |Z32A-572-E6|Faint Spots|
| |Z32A-572-E7|Coffee Rings|
| |Z32A-572-E8|Faint Spots|
| |Z32A-572-F1|Coffee Rings|
| |Z32A-572-F4|Coffee Rings|
| |Z32A-572-F6|Coffee Rings|
| |Z32A-572-F7|Faint Spots|
| |Z32A-572-F8|Faint Spots|",
QAG - Wearable Line - Dispense,QAG-478,36397,LN-Q00190,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Disposition,15/Jan/26 8:59 AM,144.0,112.0,"!image-20260115-124928.png|width=782,alt=""image-20260115-124928.png""!

Process Specific 

* 1 unit failed for coffee ring
* 1 unit Faint spot
* 19 units for Non-centralized spot
* 11 units poor dispense
* 3 units spots on dielectric

Visual contamination

* 24 units failed for fibres
* 15 units failed for Blurry imaging (Bent sheets)

Imaging System Failure: 

* 4 units Dispensed surface area



Refer to LN-Q00190 Report in the attachment for image references. This lot is the first with the new 24hr cure process change. Primary failure mode is Fibres (24 sensors). Secondary failure mode is non-centralized spots (19 sensors). SME review requested due to process change and high failure rate.



After SME Review 112 sensor have been failed and only 32 will be accepted","Z32D-599

Z32D-598

Z32D-597","||*Sensor ID*||*Failure Mode*||
|Z32D-597-A2|Dispensed Surface Area|
|Z32D-597-A4|Fibre|
|Z32D-597-A6|Dispensed Surface Area|
|Z32D-597-A7|Dispensed Surface Area|
|Z32D-597-A8|Dispensed Surface Area|
|Z32D-597-B2|Fibre|
|Z32D-597-B7|Poor Dispense|
|Z32D-597-B8|Poor Dispense|
|Z32D-597-C1|Fibre|
|Z32D-597-C3|Fibre|
|Z32D-597-C5|Fibre|
|Z32D-597-C6|Fibre|
|Z32D-597-D8|Fibre|
|Z32D-597-E1|Fibre|
|Z32D-597-E4|Fibre|
|Z32D-597-F1|Poor Dispense|
|Z32D-597-F4|Fibre|
|Z32D-597-F6|Fibre|
|Z32D-598-A1|Dispensed Surface Area|
|Z32D-598-A2|Dispensed Surface Area|
|Z32D-598-A3|Blurry Imaging|
|Z32D-598-A4|Dispensed Surface Area|
|Z32D-598-A5|Dispensed Surface Area|
|Z32D-598-A6|Dispensed Surface Area|
|Z32D-598-A7|Dispensed Surface Area|
|Z32D-598-A8|Dispensed Surface Area|
|Z32D-598-B5|Fibre|
|Z32D-598-B6|Fibre|
|Z32D-598-B8|Fibre|
|Z32D-598-C1|Fibre|
|Z32D-598-C3|Fibre|
|Z32D-598-C8|Dispensed Surface Area|
|Z32D-598-D6|Fibre|
|Z32D-598-E1|Poor Dispense|
|Z32D-598-E2|Fibre|
|Z32D-598-E6|Fibre|
|Z32D-598-F2|Fibre|
|Z32D-599-A1|Non-centralized Spots|
|Z32D-599-A2|Non-centralized Spots|
|Z32D-599-A3|Non-centralized Spots|
|Z32D-599-A4|Fibre|
|Z32D-599-A5|Non-centralized Spots|
|Z32D-599-A6|Non-centralized Spots|
|Z32D-599-A7|Non-centralized Spots|
|Z32D-599-A8|Fibre|
|Z32D-599-B1|Poor Dispense|
|Z32D-599-B2|Dispensed Surface Area|
|Z32D-599-B4|Non-centralized Spots|
|Z32D-599-B5|Non-centralized Spots|
|Z32D-599-B6|Dispensed Surface Area|
|Z32D-599-B7|Dispensed Surface Area|
|Z32D-599-B8|Dispensed Surface Area|
|Z32D-599-C1|Dispensed Surface Area|
|Z32D-599-C2|Dispensed Surface Area|
|Z32D-599-C3|Dispensed Surface Area|
|Z32D-599-C4|Dispensed Surface Area|
|Z32D-599-C5|Dispensed Surface Area|
|Z32D-599-C7|Dispensed Surface Area|
|Z32D-599-C8|Dispensed Surface Area|
|Z32D-599-D1|Fibre|
|Z32D-599-D2|Dispensed Surface Area|
|Z32D-599-D3|Dispensed Surface Area|
|Z32D-599-D4|Poor Dispense|
|Z32D-599-D5|Fibre|
|Z32D-599-E1|Poor Dispense|
|Z32D-599-E2|Dispensed Surface Area|
|Z32D-599-E3|Blurry Imaging|
|Z32D-599-E4|Blurry Imaging|
|Z32D-599-E5|Dispensed Surface Area|
|Z32D-599-E6|Dispensed Surface Area|
|Z32D-599-E7|Non-centralized Spots|
|Z32D-599-F1|Blurry Imaging|
|Z32D-599-F2|Blurry Imaging|
|Z32D-599-F3|Blurry Imaging|
|Z32D-599-F4|Blurry Imaging|
|Z32D-599-F5|Blurry Imaging|
|Z32D-599-F6|Blurry Imaging|
|Z32D-599-F7|Blurry Imaging|
|Z32D-599-F8|Blurry Imaging|
|Z32D-597-A1|SME Failed|
|Z32D-597-A3|SME Failed|
|Z32D-597-A5|SME Failed|
|Z32D-597-B1|SME Failed|
|Z32D-597-B3|SME Failed|
|Z32D-597-B6|SME Failed|
|Z32D-597-C2|SME Failed|
|Z32D-597-C7|SME Failed|
|Z32D-597-C8|SME Failed|
|Z32D-597-E5|SME Failed|
|Z32D-597-F3|SME Failed|
|Z32D-597-F5|SME Failed|
|Z32D-598-B1|SME Failed|
|Z32D-598-B2|vSME Failed|
|Z32D-598-B3|SME Failed|
|Z32D-598-B4|SME Failed|
|Z32D-598-B7|SME Failed|
|Z32D-598-C2|SME Failed|
|Z32D-598-C7|SME Failed|
|Z32D-598-D1|SME Failed|
|Z32D-598-D2|SME Failed|
|Z32D-598-D8|SME Failed|
|Z32D-598-E3|SME Failed|
|Z32D-598-E7|SME Failed|
|Z32D-598-F1|SME Failed|
|Z32D-598-F3|SME Failed|
|Z32D-598-F7|SME Failed|
|Z32D-599-B3|SME Failed|
|Z32D-599-C6|SME Failed|
|Z32D-599-D6|SME Failed|
|Z32D-599-D7|SME Failed|
|Z32D-599-D8|SME Failed|
|Z32D-599-E8|SME Failed|",
QAG - Wearable Line - In Vitro,QAG-477,36355,LN-AX00207,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Release,14/Jan/26 6:00 PM,45.0,6.0,"Refer to LN-AX00207 Report in the attachment. 42 of 45 sensors analyzed (3 sensors missing data - unprocessed data ). QC Tier 3 criteria applied with 30% flexibility, rejecting only gross failures. Accepted sensors demonstrate MARD range of 7-14%. 6 sensors rejected due to gross failure. *39 sensors recommended for acceptance* ","Z32A-565

Z32A-557

Z32A-558

Z32D-595

Z32D-582

Z32A-563

Z32D-596","||*Sensor ID*||*Failure Mode*||*MARD*||
|Z32D-595-D3|Gross Fail|436.1915|
|Z32D-595-B8|Gross Fail|105.6587|
|Z32D-582-C8|Gross Fail|20.68376|
|Z32A-557-E7|Gross Fail|No data|
|Z32D-582-B2|Gross Fail|No data|
|Z32D-596-B7|Gross Fail|No data|",
QAG - Wearable Line - In Vitro,QAG-476,36087,LN-AX00206,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,In Progress,09/Jan/26 2:41 PM,21.0,11.0,,"Z32D-593

Z32D-592

Z32D-591

Z32D-590","||*Rejected Sensors*||
|Z32D-590-B8|
|Z32D-590-D2|
|Z32D-590-D5|
|Z32D-591-A3|
|Z32D-591-D7|
|Z32D-591-E3|
|Z32D-591-E7|
|Z32D-592-B5|
|Z32D-592-D8|
|Z32D-592-E2|
|Z32D-593-F6|",
QAG - Wearable Line - In Vitro,QAG-475,36068,LN-AX00205,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,In Progress,09/Jan/26 10:04 AM,50.0,27.0,"After Tier 3 analysis, 27 sensors were rejected for In-Vitro. 

23 sensors were accepted","Z32D-592

Z32D-590

Z32D-591

Z32D-593","||*Sensor ID*||*Decision*||
|Z32D-590-D8|Fail|
|Z32D-590-E2|Fail|
|Z32D-590-E4|Fail|
|Z32D-590-E6|Fail|
|Z32D-590-F3|Fail|
|Z32D-591-B4|Fail|
|Z32D-591-B5|Fail|
|Z32D-591-B7|Fail|
|Z32D-591-C3|Fail|
|Z32D-591-F6|Fail|
|Z32D-591-F8|Fail|
|Z32D-592-C6|Fail|
|Z32D-592-D6|Fail|
|Z32D-592-F3|Fail|
|Z32D-592-F8|Fail|
|Z32D-593-A5|Fail|
|Z32D-593-A6|Fail|
|Z32D-593-B3|Fail|
|Z32D-593-C5|Fail|
|Z32D-593-D1|Fail|
|Z32D-593-D2|Fail|
|Z32D-593-D4|Fail|
|Z32D-593-D8|Fail|
|Z32D-593-E1|Fail|
|Z32D-593-E3|Fail|
|Z32D-593-E4|Fail|
|Z32D-593-E8|Fail|",
QAG - Wearable Line - Outer Layer,QAG-474,36027,LN-R00179,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Disposition,08/Jan/26 4:49 PM,152.0,33.0,"!image-20260113-101739.png|width=781,alt=""image-20260113-101739.png""!



Outer Layer Failures

* 5 units : Mean WE Thickness >38 microns

Visual Contamination Failure

* 2 units:  Fibre

Imaging System Failure

* 1 unit: Measurement Error

Other Failures (Pre OL)

* 25units:  Sensors removed from pre OL","Z32A-557

Z32A-558

Z32A-563

Z32A-565

Z32A-582

Z32A-595

Z32A-592

Z32A-596","||*Sensor ID*||*Failure Mode*||
|Z32A-558-F5|Fibre|
|Z32A-565-B2|Fibre|
|Z32A-557-B5|Sensor Removed|
|Z32A-557-C7|Sensor Removed|
|Z32A-557-E6|Sensor Removed|
|Z32A-557-F8|Sensor Removed|
|Z32A-558-A1|Sensor Removed|
|Z32A-558-A5|Sensor Removed|
|Z32A-558-C3|Sensor Removed|
|Z32A-558-C5|Sensor Removed|
|Z32A-558-F8|Sensor Removed|
|Z32A-563-A2|Sensor Removed|
|Z32A-563-D7|Sensor Removed|
|Z32A-563-E5|Sensor Removed|
|Z32A-563-F7|Sensor Removed|
|Z32A-565-B4|Sensor Removed|
|Z32A-565-D7|Sensor Removed|
|Z32A-565-F7|Sensor Removed|
|Z32D-582-D6|Sensor Removed|
|Z32D-582-E8|Sensor Removed|
|Z32D-582-F5|Sensor Removed|
|Z32D-595-D5|Sensor Removed|
|Z32D-595-E6|Sensor Removed|
|Z32D-595-E8|Sensor Removed|
|Z32D-596-B3|Sensor Removed|
|Z32D-596-B6|Sensor Removed|
|Z32D-596-F4|Sensor Removed|

|Z32A-557-F7|Mean WE Thickness|Fail|38.98686|
|Z32D-582-C2|Mean WE Thickness|Fail|41.63543|
|Z32D-582-D2|Mean WE Thickness|Fail|38.61379|
|Z32D-582-D7|Mean WE Thickness|Fail|40.41648|
|Z32D-595-E1|Mean WE Thickness|Fail|43.2481|",
QAG - Wearable Line - Outer Layer,QAG-473,36026,LN-R00180,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Release,08/Jan/26 4:48 PM,64.0,14.0,"!image-20260113-103052.png|width=781,alt=""image-20260113-103052.png""!



After reviewing the lot 

out of 64 sensors 14 have failed. 

Outer Layer failures

* 1 Failed for Max Thickness

Visual Contamination Failures

* 1 Bent Needle
* 3 Fibre fails

Imaging System Failures

* 1 Measurement Error

Other Failures (Pre OL)

* 8 Sensors were removed for Pre OL Failures



After consultation with BIVP, instructions to pass sensors that were more than 30 microns thick have been given. Our initial threshold was 30 microns, however, that threshold has been changed. this lot will be thicker than previous ones. ","Z32A-575

Z32A-576

Z32A-566

Z32D-596","||*Sensor ID*||*QE Failure Mode*||
|Z32A-566-C3|Bent Needle|
|Z32A-566-A5|Fibre|
|Z32A-576-B8|Fibre|
|Z32A-576-D7|Fibre|
|Z32A-566-B4|Max Thickness|
|Z32A-576-C3|Measurement Error|
|Z32A-566-B6|Sensor Removed|
|Z32A-566-E5|Sensor Removed|
|Z32A-575-A7|Sensor Removed|
|Z32A-575-E6|Sensor Removed|
|Z32A-575-F5|Sensor Removed|
|Z32A-576-A7|Sensor Removed|
|Z32A-576-C5|Sensor Removed|
|Z32A-576-F6|Sensor Removed|",
QAG - Wearable Line - Final Inspection,QAG-471,35946,LN-AX00199 (BIODOT UNITS) ,Ryan Harrison,712020:7cb0df07-b1d1-479a-87ab-c5dc3da859d2,Release,08/Jan/26 12:34 PM,16.0,2.0,"2 sensors failed for fibres, remainder passed","Z32A-514

Z32A-552","||*LN - IV*||*sensor_id*||*fail type*||
|LN-AX00199|Z32A-514-D6|Fibres|
|LN-AX00199|Z32A-514-E5|Fibres|",
